nohup: ignoring input
2018-04-09 09:29:22.952820: I tensorflow/core/platform/cpu_feature_guard.cc:140] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX2 FMA
Filling queue with 20000 CIFAR images before starting to train. This will take a few minutes.
2018-04-09 09:29:29.338564: step 0, loss = 4.66 (197.5 examples/sec; 0.648 sec/batch)
2018-04-09 10:13:57.620477: step 2650, loss = 0.64 (126.8 examples/sec; 1.010 sec/batch)
2018-04-09 10:14:07.616800: step 2660, loss = 0.63 (128.0 examples/sec; 1.000 sec/batch)
2018-04-09 10:14:17.553923: step 2670, loss = 0.61 (128.8 examples/sec; 0.994 sec/batch)
2018-04-09 10:14:27.438726: step 2680, loss = 0.71 (129.5 examples/sec; 0.988 sec/batch)
2018-04-09 10:14:37.299143: step 2690, loss = 0.69 (129.8 examples/sec; 0.986 sec/batch)
2018-04-09 10:14:47.448046: step 2700, loss = 0.65 (126.1 examples/sec; 1.015 sec/batch)
2018-04-09 10:14:57.257324: step 2710, loss = 0.70 (130.5 examples/sec; 0.981 sec/batch)
2018-04-09 10:15:07.116370: step 2720, loss = 0.69 (129.8 examples/sec; 0.986 sec/batch)
2018-04-09 10:15:16.990473: step 2730, loss = 0.59 (129.6 examples/sec; 0.987 sec/batch)
2018-04-09 10:15:26.844505: step 2740, loss = 0.81 (129.9 examples/sec; 0.985 sec/batch)
2018-04-09 10:15:36.702575: step 2750, loss = 0.64 (129.8 examples/sec; 0.986 sec/batch)
2018-04-09 10:15:46.548384: step 2760, loss = 0.68 (130.0 examples/sec; 0.985 sec/batch)
2018-04-09 10:15:56.356183: step 2770, loss = 0.76 (130.5 examples/sec; 0.981 sec/batch)
2018-04-09 10:16:06.209765: step 2780, loss = 0.77 (129.9 examples/sec; 0.985 sec/batch)
2018-04-09 10:16:16.075149: step 2790, loss = 0.54 (129.7 examples/sec; 0.987 sec/batch)
2018-04-09 10:16:26.230984: step 2800, loss = 0.73 (126.0 examples/sec; 1.016 sec/batch)
2018-04-09 10:16:36.083623: step 2810, loss = 0.79 (129.9 examples/sec; 0.985 sec/batch)
2018-04-09 10:16:45.883123: step 2820, loss = 0.57 (130.6 examples/sec; 0.980 sec/batch)
2018-04-09 10:16:55.697908: step 2830, loss = 0.63 (130.4 examples/sec; 0.981 sec/batch)
2018-04-09 10:17:05.569397: step 2840, loss = 0.60 (129.7 examples/sec; 0.987 sec/batch)
2018-04-09 10:17:15.450041: step 2850, loss = 0.79 (129.5 examples/sec; 0.988 sec/batch)
2018-04-09 10:17:25.265410: step 2860, loss = 0.60 (130.4 examples/sec; 0.982 sec/batch)
2018-04-09 10:17:35.069214: step 2870, loss = 0.56 (130.6 examples/sec; 0.980 sec/batch)
2018-04-09 10:17:44.916326: step 2880, loss = 0.54 (130.0 examples/sec; 0.985 sec/batch)
2018-04-09 10:17:54.749528: step 2890, loss = 0.61 (130.2 examples/sec; 0.983 sec/batch)
2018-04-09 10:18:04.967911: step 2900, loss = 0.53 (125.3 examples/sec; 1.022 sec/batch)
2018-04-09 10:18:14.885674: step 2910, loss = 0.71 (129.1 examples/sec; 0.992 sec/batch)
2018-04-09 10:18:24.806888: step 2920, loss = 0.61 (129.0 examples/sec; 0.992 sec/batch)
2018-04-09 10:18:34.702698: step 2930, loss = 0.52 (129.3 examples/sec; 0.990 sec/batch)
2018-04-09 10:18:44.565021: step 2940, loss = 0.68 (129.8 examples/sec; 0.986 sec/batch)
2018-04-09 10:18:54.452700: step 2950, loss = 0.68 (129.5 examples/sec; 0.989 sec/batch)
2018-04-09 10:19:04.384459: step 2960, loss = 0.59 (128.9 examples/sec; 0.993 sec/batch)
2018-04-09 10:19:14.310682: step 2970, loss = 0.69 (129.0 examples/sec; 0.993 sec/batch)
2018-04-09 10:19:24.212115: step 2980, loss = 0.73 (129.3 examples/sec; 0.990 sec/batch)
2018-04-09 10:19:34.249643: step 2990, loss = 0.48 (127.5 examples/sec; 1.004 sec/batch)
2018-04-09 10:19:44.444200: step 3000, loss = 0.56 (125.6 examples/sec; 1.019 sec/batch)
2018-04-09 10:19:54.271552: step 3010, loss = 0.64 (130.2 examples/sec; 0.983 sec/batch)
2018-04-09 10:20:04.186345: step 3020, loss = 0.69 (129.1 examples/sec; 0.991 sec/batch)
2018-04-09 10:20:14.130393: step 3030, loss = 0.50 (128.7 examples/sec; 0.994 sec/batch)
2018-04-09 10:20:24.032293: step 3040, loss = 0.59 (129.3 examples/sec; 0.990 sec/batch)
2018-04-09 10:20:33.950324: step 3050, loss = 0.59 (129.1 examples/sec; 0.992 sec/batch)
2018-04-09 10:20:43.893368: step 3060, loss = 0.52 (128.7 examples/sec; 0.994 sec/batch)
2018-04-09 10:20:53.864757: step 3070, loss = 0.52 (128.4 examples/sec; 0.997 sec/batch)
2018-04-09 10:21:03.832266: step 3080, loss = 0.51 (128.4 examples/sec; 0.997 sec/batch)
2018-04-09 10:21:13.776870: step 3090, loss = 0.73 (128.7 examples/sec; 0.994 sec/batch)
2018-04-09 10:21:23.977778: step 3100, loss = 0.61 (125.5 examples/sec; 1.020 sec/batch)
2018-04-09 10:21:33.859155: step 3110, loss = 0.56 (129.5 examples/sec; 0.988 sec/batch)
2018-04-09 10:21:43.754210: step 3120, loss = 0.59 (129.4 examples/sec; 0.990 sec/batch)
2018-04-09 10:21:53.650768: step 3130, loss = 0.51 (129.3 examples/sec; 0.990 sec/batch)
2018-04-09 10:22:03.575755: step 3140, loss = 0.79 (129.0 examples/sec; 0.992 sec/batch)
2018-04-09 10:22:13.499596: step 3150, loss = 0.52 (129.0 examples/sec; 0.992 sec/batch)
2018-04-09 10:22:23.413769: step 3160, loss = 0.55 (129.1 examples/sec; 0.991 sec/batch)
2018-04-09 10:22:33.325046: step 3170, loss = 0.61 (129.1 examples/sec; 0.991 sec/batch)
2018-04-09 10:22:43.220638: step 3180, loss = 0.61 (129.4 examples/sec; 0.990 sec/batch)
2018-04-09 10:22:53.132884: step 3190, loss = 0.47 (129.1 examples/sec; 0.991 sec/batch)
2018-04-09 10:23:03.378421: step 3200, loss = 0.46 (124.9 examples/sec; 1.025 sec/batch)
2018-04-09 10:23:13.307177: step 3210, loss = 0.66 (128.9 examples/sec; 0.993 sec/batch)
2018-04-09 10:23:23.212042: step 3220, loss = 0.55 (129.2 examples/sec; 0.990 sec/batch)
2018-04-09 10:23:33.115351: step 3230, loss = 0.58 (129.2 examples/sec; 0.990 sec/batch)
2018-04-09 10:23:42.996034: step 3240, loss = 0.52 (129.5 examples/sec; 0.988 sec/batch)
2018-04-09 10:23:52.887819: step 3250, loss = 0.48 (129.4 examples/sec; 0.989 sec/batch)
2018-04-09 10:24:02.805539: step 3260, loss = 0.48 (129.1 examples/sec; 0.992 sec/batch)
2018-04-09 10:24:12.750301: step 3270, loss = 0.56 (128.7 examples/sec; 0.994 sec/batch)
2018-04-09 10:24:22.713018: step 3280, loss = 0.42 (128.5 examples/sec; 0.996 sec/batch)
2018-04-09 10:24:32.616105: step 3290, loss = 0.51 (129.3 examples/sec; 0.990 sec/batch)
2018-04-09 10:24:42.854116: step 3300, loss = 0.73 (125.0 examples/sec; 1.024 sec/batch)
2018-04-09 10:24:52.746022: step 3310, loss = 0.44 (129.4 examples/sec; 0.989 sec/batch)
2018-04-09 10:25:02.666965: step 3320, loss = 0.54 (129.0 examples/sec; 0.992 sec/batch)
2018-04-09 10:25:12.594250: step 3330, loss = 0.47 (128.9 examples/sec; 0.993 sec/batch)
2018-04-09 10:25:22.485030: step 3340, loss = 0.52 (129.4 examples/sec; 0.989 sec/batch)
2018-04-09 10:25:32.337144: step 3350, loss = 0.52 (129.9 examples/sec; 0.985 sec/batch)
2018-04-09 10:25:42.149833: step 3360, loss = 0.45 (130.4 examples/sec; 0.981 sec/batch)
2018-04-09 10:25:51.948837: step 3370, loss = 0.52 (130.6 examples/sec; 0.980 sec/batch)
2018-04-09 10:26:01.834357: step 3380, loss = 0.44 (129.5 examples/sec; 0.989 sec/batch)
2018-04-09 10:26:11.868922: step 3390, loss = 0.55 (127.6 examples/sec; 1.003 sec/batch)
2018-04-09 10:26:21.992546: step 3400, loss = 0.49 (126.4 examples/sec; 1.012 sec/batch)
2018-04-09 10:26:31.806970: step 3410, loss = 0.53 (130.4 examples/sec; 0.981 sec/batch)
2018-04-09 10:26:41.660360: step 3420, loss = 0.39 (129.9 examples/sec; 0.985 sec/batch)
2018-04-09 10:26:51.495008: step 3430, loss = 0.38 (130.2 examples/sec; 0.983 sec/batch)
2018-04-09 10:27:01.314074: step 3440, loss = 0.64 (130.4 examples/sec; 0.982 sec/batch)
2018-04-09 10:27:11.205397: step 3450, loss = 0.42 (129.4 examples/sec; 0.989 sec/batch)
2018-04-09 10:27:21.088532: step 3460, loss = 0.47 (129.5 examples/sec; 0.988 sec/batch)
2018-04-09 10:27:30.903830: step 3470, loss = 0.49 (130.4 examples/sec; 0.982 sec/batch)
2018-04-09 10:27:40.741346: step 3480, loss = 0.60 (130.1 examples/sec; 0.984 sec/batch)
2018-04-09 10:27:50.584825: step 3490, loss = 0.44 (130.0 examples/sec; 0.984 sec/batch)
2018-04-09 10:28:00.719151: step 3500, loss = 0.40 (126.3 examples/sec; 1.013 sec/batch)
2018-04-09 10:28:10.609982: step 3510, loss = 0.44 (129.4 examples/sec; 0.989 sec/batch)
2018-04-09 10:28:20.458078: step 3520, loss = 0.55 (130.0 examples/sec; 0.985 sec/batch)
2018-04-09 10:28:30.266411: step 3530, loss = 0.52 (130.5 examples/sec; 0.981 sec/batch)
2018-04-09 10:28:40.115793: step 3540, loss = 0.44 (130.0 examples/sec; 0.985 sec/batch)
2018-04-09 10:28:49.992707: step 3550, loss = 0.50 (129.6 examples/sec; 0.988 sec/batch)
2018-04-09 10:28:59.843357: step 3560, loss = 0.44 (129.9 examples/sec; 0.985 sec/batch)
2018-04-09 10:29:09.757910: step 3570, loss = 0.43 (129.1 examples/sec; 0.991 sec/batch)
2018-04-09 10:29:19.595695: step 3580, loss = 0.38 (130.1 examples/sec; 0.984 sec/batch)
2018-04-09 10:29:29.415551: step 3590, loss = 1.07 (130.3 examples/sec; 0.982 sec/batch)
2018-04-09 10:29:39.567889: step 3600, loss = 0.51 (126.1 examples/sec; 1.015 sec/batch)
2018-04-09 10:29:49.410379: step 3610, loss = 0.50 (130.0 examples/sec; 0.984 sec/batch)
2018-04-09 10:29:59.256494: step 3620, loss = 0.58 (130.0 examples/sec; 0.985 sec/batch)
2018-04-09 10:30:09.223233: step 3630, loss = 0.41 (128.4 examples/sec; 0.997 sec/batch)
2018-04-09 10:30:19.121313: step 3640, loss = 0.53 (129.3 examples/sec; 0.990 sec/batch)
2018-04-09 10:30:28.987744: step 3650, loss = 0.40 (129.7 examples/sec; 0.987 sec/batch)
2018-04-09 10:30:38.849230: step 3660, loss = 0.61 (129.8 examples/sec; 0.986 sec/batch)
2018-04-09 10:30:48.674995: step 3670, loss = 0.40 (130.3 examples/sec; 0.983 sec/batch)
2018-04-09 10:30:58.541008: step 3680, loss = 0.41 (129.7 examples/sec; 0.987 sec/batch)
2018-04-09 10:31:08.456690: step 3690, loss = 0.47 (129.1 examples/sec; 0.992 sec/batch)
2018-04-09 10:31:18.620488: step 3700, loss = 0.47 (125.9 examples/sec; 1.016 sec/batch)
2018-04-09 10:31:28.454273: step 3710, loss = 0.48 (130.2 examples/sec; 0.983 sec/batch)
2018-04-09 10:31:38.254809: step 3720, loss = 0.73 (130.6 examples/sec; 0.980 sec/batch)
2018-04-09 10:31:48.039135: step 3730, loss = 0.58 (130.8 examples/sec; 0.978 sec/batch)
2018-04-09 10:31:57.829886: step 3740, loss = 0.33 (130.7 examples/sec; 0.979 sec/batch)
2018-04-09 10:32:07.711557: step 3750, loss = 0.34 (129.5 examples/sec; 0.988 sec/batch)
2018-04-09 10:32:17.605284: step 3760, loss = 1.38 (129.4 examples/sec; 0.989 sec/batch)
2018-04-09 10:32:27.444412: step 3770, loss = 0.50 (130.1 examples/sec; 0.984 sec/batch)
2018-04-09 10:32:37.292592: step 3780, loss = 0.36 (130.0 examples/sec; 0.985 sec/batch)
2018-04-09 10:32:47.134561: step 3790, loss = 0.44 (130.1 examples/sec; 0.984 sec/batch)
2018-04-09 10:32:57.299184: step 3800, loss = 0.46 (125.9 examples/sec; 1.016 sec/batch)
2018-04-09 10:33:07.232305: step 3810, loss = 0.38 (128.9 examples/sec; 0.993 sec/batch)
2018-04-09 10:33:17.139883: step 3820, loss = 0.52 (129.2 examples/sec; 0.991 sec/batch)
2018-04-09 10:33:27.002554: step 3830, loss = 0.43 (129.8 examples/sec; 0.986 sec/batch)
2018-04-09 10:33:36.871003: step 3840, loss = 0.39 (129.7 examples/sec; 0.987 sec/batch)
2018-04-09 10:33:46.772551: step 3850, loss = 0.40 (129.3 examples/sec; 0.990 sec/batch)
2018-04-09 10:33:56.675933: step 3860, loss = 0.35 (129.2 examples/sec; 0.990 sec/batch)
2018-04-09 10:34:06.612342: step 3870, loss = 0.32 (128.8 examples/sec; 0.994 sec/batch)
2018-04-09 10:34:16.544551: step 3880, loss = 1.04 (128.9 examples/sec; 0.993 sec/batch)
2018-04-09 10:34:26.393389: step 3890, loss = 0.36 (130.0 examples/sec; 0.985 sec/batch)
2018-04-09 10:34:36.582268: step 3900, loss = 0.38 (125.6 examples/sec; 1.019 sec/batch)
2018-04-09 10:34:46.443360: step 3910, loss = 0.39 (129.8 examples/sec; 0.986 sec/batch)
2018-04-09 10:34:56.260837: step 3920, loss = 0.50 (130.4 examples/sec; 0.982 sec/batch)
2018-04-09 10:35:06.145451: step 3930, loss = 0.42 (129.5 examples/sec; 0.988 sec/batch)
2018-04-09 10:35:15.995192: step 3940, loss = 0.52 (130.0 examples/sec; 0.985 sec/batch)
2018-04-09 10:35:25.799119: step 3950, loss = 0.41 (130.6 examples/sec; 0.980 sec/batch)
2018-04-09 10:35:35.638048: step 3960, loss = 0.42 (130.1 examples/sec; 0.984 sec/batch)
2018-04-09 10:35:45.500210: step 3970, loss = 0.39 (129.8 examples/sec; 0.986 sec/batch)
2018-04-09 10:35:55.343603: step 3980, loss = 0.34 (130.0 examples/sec; 0.984 sec/batch)
2018-04-09 10:36:05.283970: step 3990, loss = 0.60 (128.8 examples/sec; 0.994 sec/batch)
2018-04-09 10:36:15.466261: step 4000, loss = 0.41 (125.7 examples/sec; 1.018 sec/batch)
2018-04-09 10:36:25.331251: step 4010, loss = 0.42 (129.8 examples/sec; 0.986 sec/batch)
2018-04-09 10:36:35.174613: step 4020, loss = 0.42 (130.0 examples/sec; 0.984 sec/batch)
2018-04-09 10:36:45.043256: step 4030, loss = 0.36 (129.7 examples/sec; 0.987 sec/batch)
2018-04-09 10:36:54.862650: step 4040, loss = 0.32 (130.4 examples/sec; 0.982 sec/batch)
2018-04-09 10:37:04.748212: step 4050, loss = 0.35 (129.5 examples/sec; 0.989 sec/batch)
2018-04-09 10:37:14.609976: step 4060, loss = 0.42 (129.8 examples/sec; 0.986 sec/batch)
2018-04-09 10:37:24.431189: step 4070, loss = 0.45 (130.3 examples/sec; 0.982 sec/batch)
2018-04-09 10:37:34.266614: step 4080, loss = 0.32 (130.1 examples/sec; 0.984 sec/batch)
2018-04-09 10:37:44.091959: step 4090, loss = 0.31 (130.3 examples/sec; 0.983 sec/batch)
2018-04-09 10:37:54.217344: step 4100, loss = 0.73 (126.4 examples/sec; 1.013 sec/batch)
2018-04-09 10:38:04.037665: step 4110, loss = 0.40 (130.3 examples/sec; 0.982 sec/batch)
2018-04-09 10:38:13.865674: step 4120, loss = 0.40 (130.2 examples/sec; 0.983 sec/batch)
2018-04-09 10:38:23.660695: step 4130, loss = 0.36 (130.7 examples/sec; 0.980 sec/batch)
2018-04-09 10:38:33.491746: step 4140, loss = 0.40 (130.2 examples/sec; 0.983 sec/batch)
2018-04-09 10:38:43.313073: step 4150, loss = 0.35 (130.3 examples/sec; 0.982 sec/batch)
2018-04-09 10:38:53.148520: step 4160, loss = 0.36 (130.1 examples/sec; 0.984 sec/batch)
2018-04-09 10:39:03.029403: step 4170, loss = 0.35 (129.5 examples/sec; 0.988 sec/batch)
2018-04-09 10:39:12.877157: step 4180, loss = 0.41 (130.0 examples/sec; 0.985 sec/batch)
2018-04-09 10:39:22.688900: step 4190, loss = 0.32 (130.5 examples/sec; 0.981 sec/batch)
2018-04-09 10:39:32.982619: step 4200, loss = 0.30 (124.3 examples/sec; 1.029 sec/batch)
2018-04-09 10:39:42.742784: step 4210, loss = 0.33 (131.1 examples/sec; 0.976 sec/batch)
2018-04-09 10:39:52.564308: step 4220, loss = 0.32 (130.3 examples/sec; 0.982 sec/batch)
2018-04-09 10:40:02.405030: step 4230, loss = 0.53 (130.1 examples/sec; 0.984 sec/batch)
2018-04-09 10:40:12.215727: step 4240, loss = 0.36 (130.5 examples/sec; 0.981 sec/batch)
2018-04-09 10:40:22.002946: step 4250, loss = 0.38 (130.8 examples/sec; 0.979 sec/batch)
2018-04-09 10:40:31.804057: step 4260, loss = 0.32 (130.6 examples/sec; 0.980 sec/batch)
2018-04-09 10:40:41.588388: step 4270, loss = 0.43 (130.8 examples/sec; 0.978 sec/batch)
2018-04-09 10:40:51.374243: step 4280, loss = 0.37 (130.8 examples/sec; 0.979 sec/batch)
2018-04-09 10:41:01.197831: step 4290, loss = 0.32 (130.3 examples/sec; 0.982 sec/batch)
2018-04-09 10:41:11.399884: step 4300, loss = 0.27 (125.5 examples/sec; 1.020 sec/batch)
2018-04-09 10:41:21.215683: step 4310, loss = 0.41 (130.4 examples/sec; 0.982 sec/batch)
2018-04-09 10:41:30.996002: step 4320, loss = 0.36 (130.9 examples/sec; 0.978 sec/batch)
2018-04-09 10:41:40.790706: step 4330, loss = 0.47 (130.7 examples/sec; 0.979 sec/batch)
2018-04-09 10:41:50.575484: step 4340, loss = 0.33 (130.8 examples/sec; 0.978 sec/batch)
2018-04-09 10:42:00.373440: step 4350, loss = 0.34 (130.6 examples/sec; 0.980 sec/batch)
2018-04-09 10:42:10.259966: step 4360, loss = 0.33 (129.5 examples/sec; 0.989 sec/batch)
2018-04-09 10:42:20.061331: step 4370, loss = 0.35 (130.6 examples/sec; 0.980 sec/batch)
2018-04-09 10:42:29.853660: step 4380, loss = 0.34 (130.7 examples/sec; 0.979 sec/batch)
2018-04-09 10:42:39.660245: step 4390, loss = 1.59 (130.5 examples/sec; 0.981 sec/batch)
2018-04-09 10:42:49.707848: step 4400, loss = 0.44 (127.4 examples/sec; 1.005 sec/batch)
2018-04-09 10:42:59.433308: step 4410, loss = 0.33 (131.6 examples/sec; 0.973 sec/batch)
2018-04-09 10:43:09.214036: step 4420, loss = 0.71 (130.9 examples/sec; 0.978 sec/batch)
2018-04-09 10:43:18.966830: step 4430, loss = 0.34 (131.2 examples/sec; 0.975 sec/batch)
2018-04-09 10:43:28.707483: step 4440, loss = 0.38 (131.4 examples/sec; 0.974 sec/batch)
2018-04-09 10:43:38.492898: step 4450, loss = 0.29 (130.8 examples/sec; 0.979 sec/batch)
2018-04-09 10:43:48.272394: step 4460, loss = 0.30 (130.9 examples/sec; 0.978 sec/batch)
2018-04-09 10:43:58.052008: step 4470, loss = 0.32 (130.9 examples/sec; 0.978 sec/batch)
2018-04-09 10:44:07.885596: step 4480, loss = 0.37 (130.2 examples/sec; 0.983 sec/batch)
2018-04-09 10:44:17.691145: step 4490, loss = 0.30 (130.5 examples/sec; 0.981 sec/batch)
2018-04-09 10:44:27.759689: step 4500, loss = 0.43 (127.1 examples/sec; 1.007 sec/batch)
2018-04-09 10:44:37.576381: step 4510, loss = 0.36 (130.4 examples/sec; 0.982 sec/batch)
2018-04-09 10:44:47.380190: step 4520, loss = 0.34 (130.6 examples/sec; 0.980 sec/batch)
2018-04-09 10:44:57.290562: step 4530, loss = 0.41 (129.2 examples/sec; 0.991 sec/batch)
2018-04-09 10:45:07.084699: step 4540, loss = 0.34 (130.7 examples/sec; 0.979 sec/batch)
2018-04-09 10:45:16.880479: step 4550, loss = 0.32 (130.7 examples/sec; 0.980 sec/batch)
2018-04-09 10:45:26.642781: step 4560, loss = 0.38 (131.1 examples/sec; 0.976 sec/batch)
2018-04-09 10:45:36.399713: step 4570, loss = 0.27 (131.2 examples/sec; 0.976 sec/batch)
2018-04-09 10:45:46.164836: step 4580, loss = 0.51 (131.1 examples/sec; 0.977 sec/batch)
2018-04-09 10:45:55.928453: step 4590, loss = 0.28 (131.1 examples/sec; 0.976 sec/batch)
2018-04-09 10:46:06.074241: step 4600, loss = 0.33 (126.2 examples/sec; 1.015 sec/batch)
2018-04-09 10:46:15.903970: step 4610, loss = 0.30 (130.2 examples/sec; 0.983 sec/batch)
2018-04-09 10:46:25.701886: step 4620, loss = 0.29 (130.6 examples/sec; 0.980 sec/batch)
2018-04-09 10:46:35.510140: step 4630, loss = 0.37 (130.5 examples/sec; 0.981 sec/batch)
2018-04-09 10:46:45.499660: step 4640, loss = 0.31 (128.1 examples/sec; 0.999 sec/batch)
2018-04-09 10:46:55.330373: step 4650, loss = 0.29 (130.2 examples/sec; 0.983 sec/batch)
2018-04-09 10:47:05.228221: step 4660, loss = 0.33 (129.3 examples/sec; 0.990 sec/batch)
2018-04-09 10:47:15.063220: step 4670, loss = 0.34 (130.1 examples/sec; 0.983 sec/batch)
2018-04-09 10:47:24.897133: step 4680, loss = 0.32 (130.2 examples/sec; 0.983 sec/batch)
2018-04-09 10:47:34.691537: step 4690, loss = 0.30 (130.7 examples/sec; 0.979 sec/batch)
2018-04-09 10:47:44.797709: step 4700, loss = 0.34 (126.7 examples/sec; 1.011 sec/batch)
2018-04-09 10:47:54.643564: step 4710, loss = 0.30 (130.0 examples/sec; 0.985 sec/batch)
2018-04-09 10:48:04.651191: step 4720, loss = 0.28 (127.9 examples/sec; 1.001 sec/batch)
2018-04-09 10:48:14.531941: step 4730, loss = 0.32 (129.5 examples/sec; 0.988 sec/batch)
2018-04-09 10:48:24.339996: step 4740, loss = 0.45 (130.5 examples/sec; 0.981 sec/batch)
2018-04-09 10:48:34.123334: step 4750, loss = 0.39 (130.8 examples/sec; 0.978 sec/batch)
2018-04-09 10:48:43.880911: step 4760, loss = 0.38 (131.2 examples/sec; 0.976 sec/batch)
2018-04-09 10:48:53.690661: step 4770, loss = 0.29 (130.5 examples/sec; 0.981 sec/batch)
2018-04-09 10:49:03.585435: step 4780, loss = 0.33 (129.4 examples/sec; 0.989 sec/batch)
2018-04-09 10:49:13.523641: step 4790, loss = 0.30 (128.8 examples/sec; 0.994 sec/batch)
2018-04-09 10:49:23.662984: step 4800, loss = 0.29 (126.2 examples/sec; 1.014 sec/batch)
2018-04-09 10:49:33.664668: step 4810, loss = 0.30 (128.0 examples/sec; 1.000 sec/batch)
2018-04-09 10:49:43.478703: step 4820, loss = 0.25 (130.4 examples/sec; 0.981 sec/batch)
2018-04-09 10:49:53.348563: step 4830, loss = 0.28 (129.7 examples/sec; 0.987 sec/batch)
2018-04-09 10:50:03.296455: step 4840, loss = 0.33 (128.7 examples/sec; 0.995 sec/batch)
2018-04-09 10:50:13.274280: step 4850, loss = 0.36 (128.3 examples/sec; 0.998 sec/batch)
2018-04-09 10:50:23.180381: step 4860, loss = 0.32 (129.2 examples/sec; 0.991 sec/batch)
2018-04-09 10:50:33.130329: step 4870, loss = 0.30 (128.6 examples/sec; 0.995 sec/batch)
2018-04-09 10:50:43.018266: step 4880, loss = 0.27 (129.5 examples/sec; 0.989 sec/batch)
2018-04-09 10:50:52.917715: step 4890, loss = 0.27 (129.3 examples/sec; 0.990 sec/batch)
2018-04-09 10:51:03.124831: step 4900, loss = 0.28 (125.4 examples/sec; 1.021 sec/batch)
2018-04-09 10:51:13.040069: step 4910, loss = 0.30 (129.1 examples/sec; 0.992 sec/batch)
2018-04-09 10:51:22.966055: step 4920, loss = 0.38 (129.0 examples/sec; 0.993 sec/batch)
2018-04-09 10:51:32.867251: step 4930, loss = 0.26 (129.3 examples/sec; 0.990 sec/batch)
2018-04-09 10:51:42.788885: step 4940, loss = 0.35 (129.0 examples/sec; 0.992 sec/batch)
2018-04-09 10:51:52.681358: step 4950, loss = 0.57 (129.4 examples/sec; 0.989 sec/batch)
2018-04-09 10:52:02.611605: step 4960, loss = 0.29 (128.9 examples/sec; 0.993 sec/batch)
2018-04-09 10:52:12.544715: step 4970, loss = 0.34 (128.9 examples/sec; 0.993 sec/batch)
2018-04-09 10:52:22.425857: step 4980, loss = 0.30 (129.5 examples/sec; 0.988 sec/batch)
2018-04-09 10:52:32.287531: step 4990, loss = 0.27 (129.8 examples/sec; 0.986 sec/batch)
2018-04-09 10:52:42.466520: step 5000, loss = 0.26 (125.7 examples/sec; 1.018 sec/batch)
2018-04-09 10:52:52.339580: step 5010, loss = 0.29 (129.6 examples/sec; 0.987 sec/batch)
2018-04-09 10:53:02.269895: step 5020, loss = 0.26 (128.9 examples/sec; 0.993 sec/batch)
2018-04-09 10:53:12.201812: step 5030, loss = 0.29 (128.9 examples/sec; 0.993 sec/batch)
2018-04-09 10:53:22.075928: step 5040, loss = 0.29 (129.6 examples/sec; 0.987 sec/batch)
2018-04-09 10:53:31.924222: step 5050, loss = 1.32 (130.0 examples/sec; 0.985 sec/batch)
2018-04-09 10:53:41.684207: step 5060, loss = 0.71 (131.1 examples/sec; 0.976 sec/batch)
